username,followers,bio,shortcode,caption,likesCount,commentsCount,viewCount,videoUrl,timestamp
valentinabrunno,98200,"Little Kitty 🐱 
Sweet by day, trouble by night 🖤",DYNABhSqmgm,mum was proud of this moment💙,3,475,369887,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQOvyweuTX4h57DhZ9vBv-7TSHh2rlHBtsTD4HZXCIywGASB-VRoDxLENLlnG8z3-4N84zZCtGcNYDFkRtCNAussQk05wQiGdp2sGt4.mp4?_nc_cat=103&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=Dblr3jnbLoQQ7kNvwFEJ4R-&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTUzOTE3OTIzNDU2NTQ4NCwiYXNzZXRfYWdlX2RheXMiOjEzMCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjEwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e60a01c8f9db3098&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84RDQ3QUEwQzkzODAzQzVFQTMyRUQzNzRDMkE2RUQ5Ml92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0RBNDFBMTkxNkFGMjY1MUIwQjU1NjkxNENGNTEwNEI0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbY9az4gvi7BRUCKAJDMywXQCQhysCDEm8YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=wKY6u8DEQmPNhzCrdaj4Jw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQLX2G1rTjprd7RSVqqcSVVfgYvm_Hmb8QtBVAvz1DU4vw&oe=6AB06ACC,1778512869
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",DdIQjM-RRFB,"City strolls in deep chocolate brown 🤎 Where should we go for dinner tonight?

#streetstyle #ootd #fashioninspo #nightout #styleinspo",9028,341,122869,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQNRavO6xhE61oeD76_QM8-g3TFSzRXIFYkJRHMSWF9lHH3DXqA7MUiHBx4eKGOKeG6983oqTTD16_bKoiKvvD2PDvETE0QNlFNA5fQ.mp4?_nc_cat=107&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=jFaJolqJjawQ7kNvwGrd0Dd&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6OTMxOTAzMTA5NDY3NTE4LCJhc3NldF9hZ2VfZGF5cyI6OCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjYsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=c9e304b5667b5634&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BMjQwOUNGMzUzNjQ1QTJEMkY5QjFBNzEyNEVGMTU4M192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0VENDE3NzM2RDZCNjI2MkExRjBBQjJDQzI5RUU2OEFCX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACb8tfCc8-OnAxUCKAJDMywXQBip--dsi0QYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=AmNHeixGYo-IdU8UhxfnDg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQJHr6pUStOFMx2v_MhbLa_gC07Tv_UL0ttPL5xu14-FTA&oe=6AB04188,1789091080
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",Db84whUPBLD,"just a little daytime confidence ☀️

#streetfashion #beigeoutfit #summervibes #modeloffduty #chic",6187,153,104844,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQMUZSIgFpgLvPN1Y150mh2f5AWU83df6Crd9EM2cHOjxCaHQcJP2uSGhSYRxLpXRqgzq2LY4mwZMIUhwv1nyOn5d_cmjjRlKfsLDyk.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=BpP1Ei9eVqYQ7kNvwHU7XsM&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTQ4ODQ0MjQ3OTk5MzkzNywiYXNzZXRfYWdlX2RheXMiOjM3LCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=243c78780c1f624c&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81NTQ5NEZENDZDNEIxRjQ3NkE0RUQ3ODc1NTRGMDY4OF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzE1NDAyNkQ4QUQ0QjAyQzhBMDE0NzhERjk0MzkyMkI1X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaikc_U4O6kBRUCKAJDMywXQBLul41P3zsYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=AmNHeixGYo-IdU8UhxfnDg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQIi2PZU7ZubEAdDxtO54dGfih0137oWE-YZZqUwRZnZhA&oe=6AB05DF7,1786562038
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",Db3aXBPR74C,"just a little mall walk in white lace 🤍

#mallday #whitelace #sofiaalessi #jeansandheels #everydaylook",27938,1039,481525,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQMzfiNfg74dBo42KRHlM4iCeRmb-QFkvxRadzQMVsGIQ6Mqw0WNoZAEP1oQtOjO_MSh1rEhWKCXdI2R9dxJk9ugXGh90rIrwJ5fCMk.mp4?_nc_cat=111&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=jK6WJHFgGV4Q7kNvwHzIQ01&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc3NTk3OTIzMzQ5MDE5MCwiYXNzZXRfYWdlX2RheXMiOjM5LCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=1d72abeda4e27a5b&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRTREQUZEQjZGRjA5QkYzNDhDQTI5QTRGQTFEMTNCMF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0EzNDNBNTU4MEEyNTMxMDJGNEZBQUQzQ0NEMzk1RjlDX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACac1Lm1zM-nBhUCKAJDMywXQBZmZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=AmNHeixGYo-IdU8UhxfnDg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQIzPx09kvTA7EgBQAqmVhiyrXBTbvhWmcgAIlUCwQ7LbA&oe=6AB052B0,1786378327
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",DddOzCwRC21,"Golden hour hits different by the sea 💚 Sunset or sunrise—which one are you choosing?

#goldenhour #sunsetvibes #summeroutfit #vacationmode #ootd",288,20,3010,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQMxoviLMLSKfjM1lprXCcF1-clcV9sfMwiSoaM6PTj3O8a4NNFAVtm42NL3gpiofmilaoCpDv3YqWkZDhQkRFLb9zDhUJMJH9hIdS4.mp4?_nc_cat=105&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=WKhhrnxO2WYQ7kNvwEo8tbU&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6OTc5MTA1Mzk1MjYzMDc5LCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjgsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=4bf493c125e23a8f&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xODQ2RkZBMkI2Mzg5NzQ2NjQ1RkFCRDMzQzRFQkFBOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzEwNDE0RTk3MEM0NDFDNDlGREYwNjRGNzVFOUFCOTk0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbOmcLUt5-9AxUCKAJDMywXQCAzMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=AmNHeixGYo-IdU8UhxfnDg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQJz_1gCuvaPbUt9aRiwmNIN2knPdok4CHPPPnKsFKgzwA&oe=6AB057B2,1789794785
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",DdaLWh0xUVq,"Cozy fits and soft smiles 🖤 Staying in or going out tonight?

#cozyvibes #streetstyle #ootd #blackoutfit #casualstyle",183,14,3016,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPMY_Iw2Pk_7BjYJBvFWoyOVqrISGFzqZbLvx-ls0sxsu47AE77spb8in_YYzM_ceG6nqJqsIaxAvnwePcC67DyRj8_BxmOLNfVGE4.mp4?_nc_cat=101&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=OZC_3gFoctwQ7kNvwFZxtwF&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTA5NDcyODQ1OTY3MTI2MCwiYXNzZXRfYWdlX2RheXMiOjEsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo1LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=a6e180b7e12f50a3&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81RDRCQkMxNTU2ODNFNUFEMEUyMThFNjE1NjUwOTc4NV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0RCNDBGQzFBODA0OTkzMUM4NEMwQkZCNEYyQTg2OThBX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACa427bPyunxAxUCKAJDMywXQBdU_fO2RaIYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=AmNHeixGYo-IdU8UhxfnDg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQIUmP29LLj_GSmyqIyKExWjNy4lDN-nFlROaMFdOb70VQ&oe=6AB06DE6,1789692321
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",DdSecUuRDPo,"Oops! 🙈 Always double-check your outfit before walking into the room. 😂 What’s your most embarrassing fashion fail?

#funnyreels #wardrobemalfunction #ootd #relatable #grwm",835,40,18544,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQO0BNuJA4a7qjgsFQfgW_h3cEoEgo3owwQWUujQukQxTz420duHQDaJnh8OeogG0RLDEsPUksM-lftwrZcP-v2V930GRPtT5S3Is68.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=diFzH2Cw8y4Q7kNvwHyALnu&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTYwMTU4MzczNTA5Njg5NywiYXNzZXRfYWdlX2RheXMiOjQsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo3LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d45c78c732f59759&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82QjRCNDI5QzM3NkMzQjQ0QTI5MTQ4MUY0M0Q3NDBBNl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzI2NDlEQUYwREE5RENCMTY3QURFOTk3MjY1NDFDM0EyX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaCmd7ZuKjYBRUCKAJDMywXQBwhysCDEm8YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=AmNHeixGYo-IdU8UhxfnDg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQIFOe9BblJEI5UBjI0pxwmj7TFzbvsxIZoT0lx1pV-M-w&oe=6AB0725F,1789433884
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",DdFbvnixoc0,"Golden hour strolls in all white 🤍✨ Effortless style for a shopping afternoon.

#streetstyle #outfitinspo #allwhite #summerfashion #ootd",1597,89,22780,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQMXoDZ7_8ftCtBoJaURd7gmdfiOOoPgtnMkkBY8V-1wDDWSvUrIV16zn52tLzvqPya4lxL1RLbkYagAhd2GgBS4cXwdIa265zHBN1w.mp4?_nc_cat=111&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=DIKm9-x52l4Q7kNvwGXq4s0&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTA4NTA1NTI3MDY3NDYxMiwiYXNzZXRfYWdlX2RheXMiOjksInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo2LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=db6ee93b37c0750f&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FQjQ1MUVBNTNFQ0Y4OTcyODE0RTIyOTk0NTc2RjQ4Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzJBNDIyOEI2RDQyODc4RUE5OTUxQ0NFMTlCOEY4NEE2X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbogsPfw7btAxUCKAJDMywXQBqp--dsi0QYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=AmNHeixGYo-IdU8UhxfnDg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQKUqS0VWTmOq9bq35Tfbwr3ercrH5gBgI6Bgr5YBgsOng&oe=6AB0699C,1788996277
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",DdEy1iExuDI,"Pool days at the villa ☀️ Sunshine, good music, and no plans for today.

#poolday #summervibes #vacationmode #miamistyle #goldenhour",763,37,11477,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQO1LMs5q7cgb29UspXZiDCbwO0yWvaZdderIRE7RQWUs1S8PEUoT7IZKOpoqP2NfYyyaxyrobs6MLamoGmsNMvBcei_rJVF4Mv4VLo.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=GMMiu2wHujYQ7kNvwHPepVS&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc4NTk2NTIzOTI2MjY3MywiYXNzZXRfYWdlX2RheXMiOjksInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo3LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=a18c8a9471e9941f&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83MTQxQjVGMEI3MUI3QzU3QjA4OTYxNjc2Q0I1Mzg4OF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzFCNEZENjJCOEJFM0Q4Qzk4OTY4RUYzMDZBM0QzRDkyX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACai99b67ZSsBhUCKAJDMywXQB0zMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=AmNHeixGYo-IdU8UhxfnDg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQLMPizFXQghQ4zmHc6-ohrMhXM3GUtjblnnkYBQISStpQ&oe=6AB054B3,1788974828
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",DdDM_doR-0D,"New summer outfit, simple and easy to wear. What do you think of this look?

#summeroutfit #ootd #streetstyle #casuallook #summerstyle",402,29,6750,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPCGOe04jIEyvkGn01O_89Ry2yxghGJUxkM5-trHS98jz464RmXPK4F1fgvrVH_QbV_mIKkH81OKhv8aobS37Zem47dfjZunjRaxSg.mp4?_nc_cat=106&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=QlR6PeHNgR8Q7kNvwETBblE&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTA1Mjg0NTIzNDExNzQ2MiwiYXNzZXRfYWdlX2RheXMiOjEwLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=ba6571f05d0643ed&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80OTQxN0U0RDk0NzJDOTNGNUE3OUQ2NjE0NkI3NTE4RF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzUyNDRBQzY3QTM4RTBBN0Y2OTNGNTI4RDREMzVBMEFCX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACas7fai1OPeAxUCKAJDMywXQB27ZFocrAgYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=AmNHeixGYo-IdU8UhxfnDg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQK_g-ebDScICl5j45qlKsiM6JvWHIXRyllLpJ5wXxIaGQ&oe=6AB04F7B,1788921423
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",DdAp_wZtxDq,"Yellow feels like the color of summer ☀️ Beach day essentials.

#yellowbikini #beachday #summervibes #beachstyle #miamibeach",2947,138,38962,https://scontent-cph2-1.cdninstagram.com/o1/v/t2/f2/m86/AQO5cyfJr9hZwpZGipUIoQHM5hQw8m0jWnKfArlN6EnvPAlqbdGxmScxChOx5A5RE2uj55Snh5EOCueuSjH4m7FMts1ooYqz_yDPIT8.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_ohc=dfXQtVSH76AQ7kNvwFX-cEo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6OTQwNDE5OTQ1MjMwNTc4LCJhc3NldF9hZ2VfZGF5cyI6MTEsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo4LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=710a1faa9f66c3b0&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BMTQ3Mzc3NjcyRkU0QTgyRkE1M0Q0RkRFQzA4OEJCNV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0NCNEE2NURCNjRBQ0U4QUM4RkJCNDE5OTI2NDYxRUFCX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbkw7PM0tOrAxUCKAJDMywXQCHdsi0OVgQYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=rPg0JWkZ3vGYN0VqVBMW-A&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQJNSI8bthUKvzKDSjKvcwE1H0Qc_qIesHQgxUvS_KyJSA&oe=6AB03BEF,1788835975
alessi.vice,82019,"🇮🇹 Made in Italy.
📍Miami, Florida.
​￼​ If you hear an engine, I'm probably smiling.
🖤 Life's too short",DdAVDG-pQFl,"White dress, simple and clean look for the evening.

#whitedress #eveninglook #minimalstyle #ootd #cleangirl",1406,69,21644,https://scontent-cph2-1.cdninstagram.com/o1/v/t2/f2/m86/AQOEOvElQyP91voDu2OltkIQK6vDaYKYZEZm5k9lTgf01HyQLBdpR5eYOwdRWMuPgtagCHsKwxlzGGZWl880t9zPiIcLh1zrAhLwvH8.mp4?_nc_cat=100&_nc_sid=5e9851&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_ohc=7r1YdMOFtcQQ7kNvwHVWQPP&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjE3MjI5NzI2MDI5OTIzMiwiYXNzZXRfYWdlX2RheXMiOjExLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=b1b449df5c1a30d0&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81QTRBRkNCMTM4REE0NzI4NDM3RDJFRTkxOEVBODE4OV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0RENDdGNzA2NkY2QUQ4QTc4MDJGNjA1NjE0OEIxRjk3X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbAz9_oq-zbBxUCKAJDMywXQBm7ZFocrAgYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=rPg0JWkZ3vGYN0VqVBMW-A&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQLp2fgNO-_gKJ9vOE1Ww7trZU_vp06NiCYOTS49fXDKvw&oe=6AB05969,1788825017
