username,followers,bio,shortcode,caption,likesCount,commentsCount,viewCount,videoUrl,timestamp
samanthaeverly33,228844,Your girl next door ❤️🙃,DbT3IO6S6ml,Glowing 🌞,2128,213,31469,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQNL36OynzXXaYaWW5IP7GPQwsPvE8ge9mGfc-fxRbMzjSDpCkYbnrYPIY6nVLmO9o-Y6Z8-o7rkrDBqK43xvls0B2L3FJuMFWCXPis.mp4?_nc_cat=101&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=-Qt8NYdyxHIQ7kNvwFeGjR9&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTAyODY1MjYzMDA5MDY2NSwiYXNzZXRfYWdlX2RheXMiOjUzLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MTUsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=59ce4b3861022384&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yMTQ5RkI4QzRBM0M1ODMwRjAwQzFCQTYxN0IzN0VBMV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzE5NDFDOEI1MjJDOTlCMzZGOTIxQ0Y2QUE2MjhDN0IzX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbSjumpu-PTAxUCKAJDMywXQC4hysCDEm8YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=zp8m_bcETdx3BN_mm7WuJg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQJJkHOqF-Nr8fYoE6W-j5Qtqn72gQApQ_50R80cyBcE8A&oe=6AB05EEA,1785185398
samanthaeverly33,228844,Your girl next door ❤️🙃,DbL2iR2plVp,My peace ❤️✌️,845,109,15335,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQMzFO09jKJDFGedcpIcl23QwAX1PKCELLtY85ct3SzEfTaiUoS9oWBwZHM0bSCHiYU3ccrf0vZQeKTBr-C0UfFQdxWn17_eHtMeluE.mp4?_nc_cat=103&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=HH2m5UGBMo4Q7kNvwGxGJua&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTA4ODY3MTQ5NzA1NjM1NywiYXNzZXRfYWdlX2RheXMiOjU2LCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MTIsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=bcf9a297fc4aec0&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82QTQ0ODlDRjc2RDgyMkZBQjhCRjYyRUE3NjZBRTJBNl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzJGNEY0OEY2MDEyODlGNDdGMUQ0MjdFNDMzQkQzQzg0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbKwd_dgonvAxUCKAJDMywXQCjul41P3zsYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=zp8m_bcETdx3BN_mm7WuJg&_nc_ss=7a3ba&_nc_zt=28&_nc_enc=QSivc8aWaGZSFgXtLhb3VFKT29quFcbIi9lgFjWJzmjh-6jVb8YKuOT2W8qC6d-RhoLQpILM_9SB3TjaDb8RM1BRzRO2ts8Vj-C_lRlE8EYnraaI0VhaD3QWu60&oh=00_AQJM3qi1kv2RAYx-0CCh84JQO-hQOa9MkTccT0T_OPeAmw&oe=6AB03C78,1784916672
samanthaeverly33,228844,Your girl next door ❤️🙃,DahhXmtpvnP,Late night shenanigans,3669,258,58695,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPATGyBxWnJfVmpMTOFL8gOmN-5rytirqXYuEGrCR5WMh7wmJfiJG8KjHJrC7nzep_CQCXLYTtuglEQNlKj7xja8OHJjZx-VGZJLj8.mp4?_nc_cat=103&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=CQJjKo0t4jkQ7kNvwFH503c&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNTkyLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTMzODA5NTU0NTEzNjMzMiwiYXNzZXRfYWdlX2RheXMiOjczLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MTQsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=90892ac84897c393&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yNTRCRTAzNTFGQjhCNzAyNDExOTY1NDgyNTIxODFBQV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzczNDRFNzUxOEQ1MTQ3NDNERDg1MEMyRjQ5OUNCQTk5X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaY06XatL_gBBUCKAJDMywXQCzDEm6XjVAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=zp8m_bcETdx3BN_mm7WuJg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQL-GGa4Mz20VaNRfT-uleG6RDDZghSp5cccO1S9nxOacg&oe=6AB068C0,1783496278
samanthaeverly33,228844,Your girl next door ❤️🙃,DZzHqcWphTv,In my feels tonight 🤠 #country,5457,465,72818,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPsEorhNIMVY1NBw30hvJlmjlJNQBsNBp9dFby15mnQxDAaJfY8v3LaHSlrfgk2y_mesHDvtwaBXM5oj2fBgoA9o7quFybka-Pgp80.mp4?_nc_cat=107&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=PxNA1ArIyDwQ7kNvwGjGcsj&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTU3MTA3MzcxNzkzNTY4MSwiYXNzZXRfYWdlX2RheXMiOjkxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MTIsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=4972c33ec916eae8&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82RDQ3OEM1QzI2QjdFMkZFNENEQTY0OUM4RDAyNURCQ192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzJDNDIyNjBBMEIzQTU0NUQ0MjBGQkU3RTYwRDZFOThBX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaC-fytw7jKBRUCKAJDMywXQCkAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=zp8m_bcETdx3BN_mm7WuJg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQIYt_OGdK3LQR0TwNsJ8YAIka-C-NxifXxWP1MysRl1hw&oe=6AB0491C,1781939323
samanthaeverly33,228844,Your girl next door ❤️🙃,DZIh1g7pfSH,Throwback to when we could post the good stuff on Instagram 😏 can we go back to how it was? 😂❤️,6824,592,77418,https://scontent-bru2-1.cdninstagram.com/o1/v/t2/f2/m86/AQOEmDXX4h2pwl6Gsc4vq79NHHJcd9CuOKGysd1TdbnPYEgLzMx1b1Olk91Fu2-zd220KX7gXQWKvwpGG5bw6iPjnUv1XjbLiMQnMVs.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=ZEUYj84IP40Q7kNvwG4bkyD&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjQxNDQ1Nzc3MjMxNDEyNiwiYXNzZXRfYWdlX2RheXMiOjEwNywidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjEyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=691d92923bae240c&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80RTRENkZFNjlBMjM2MTQ3REJDQzVBQjAyRTIwRTg4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzdENEVCOTNBRDMyQzlDMzRFQzNBNDEzQUQwQUNFNzk3X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACacuMCd-PvJCBUCKAJDMywXQClKPXCj1woYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=1qENvyC0UKWr8N-JymVSTw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQJ1V0SPNpRxu1XiD6YbBoh85GyPLYJMsAY-hoWMIVDBKw&oe=6AB05A6F,1780510272
samanthaeverly33,228844,Your girl next door ❤️🙃,DYu7gbqhcK_,Rise and shine 😇❤️,1759,292,36653,https://scontent-bru2-1.cdninstagram.com/o1/v/t2/f2/m86/AQM8HEkzBYBqQWXMItYofrIpao3FW-cPSQzLyeL9Yr4LgGgjPVD6_LscNvXxnQ06kYMwrmZ8-MEOHyskoWQvcFVYFdUMX1a8sLX_7gI.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=sg3YB0Rc1IsQ7kNvwHmL5Au&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTI5NzUzMjg5NTgzODc2MiwiYXNzZXRfYWdlX2RheXMiOjExNywidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjYsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=20515df69470719b&_nc_vs=HBkcFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83NDQ1Q0JBMEM3OTI3QTU2QjVFNkEyMkNBMEY3QzBCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm1Ii6ta2GzgQVAigCQzMsF0AbRaHKwIMSGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=1qENvyC0UKWr8N-JymVSTw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQLqyjVBlUPytkpue8_E_VYcyBE1eKjFV287WFGnhzkSVg&oe=6AB045D9,1779651217
samanthaeverly33,228844,Your girl next door ❤️🙃,DV4N6Fpko2s,Spring break energy activated ☀️😈,5323,439,79980,https://scontent-bru2-1.cdninstagram.com/o1/v/t16/f2/m69/AQMkpkZh62AUE5kdLlJ8lL0cPRWWWNTiZXnbiSpIcFo1S40UZXOsYnH46sn-3WUWPBMaZtFoeUael_WErrad-svD.mp4?strext=1&_nc_cat=102&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=hqE56FPcADYQ7kNvwElPfxw&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc5NDkzNTMzODgxMTcwMTcsImFzc2V0X2FnZV9kYXlzIjoxODgsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxMywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=6594c938507a4cb7&_nc_vs=HBkcFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HR2NDeENiQldaV0YybU1FQUh4NzVBMlVIem9IYnNwVEFRQUYVAALIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmsrCsivC14j8VAigCQzMsF0Aru2RaHKwIGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=1qENvyC0UKWr8N-JymVSTw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQJBryaIwDJ6tHWa_fETMUwKCY8_wFVEwgqKPp8mMeUEsg&oe=6AB44DFA,1773520408
samanthaeverly33,228844,Your girl next door ❤️🙃,DVIciNhiS4t,Don’t mind me 😏,5323,478,92637,https://scontent-bru2-1.cdninstagram.com/o1/v/t16/f2/m69/AQNRyfF3L0K9en0fZ-bK2z_EVbCvjvc7zwOX6i8zVn4p9Ser-z3pExayT9CTh3PZkAY-VG02DXskvk6-22kXJ8Sn.mp4?strext=1&_nc_cat=102&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=eYQwkp74GR8Q7kNvwGBOxGJ&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc5NDQ1NDQwMzExMTcwMTcsImFzc2V0X2FnZV9kYXlzIjoyMDcsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxOSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=16b83251f315c272&_nc_vs=HBkcFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTHdPQWlaX1U3R21yZm9GQVBoUTlpVU1TeUlVYnNwVEFRQUYVAALIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmsruMyved4D8VAigCQzMsF0AzVT987ZFoGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=1qENvyC0UKWr8N-JymVSTw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQK9PB6el10dLkzcxz4hTGV96TtU079gX3Ikhx0kbCOkxA&oe=6AB43676,1771917554
samanthaeverly33,228844,Your girl next door ❤️🙃,DUh_n0ciYpk,Did your team win? 😉❤️,4243,321,65821,https://scontent-bru2-1.cdninstagram.com/o1/v/t16/f2/m69/AQNMo5K3MedJNXETWoO4H4GnZQAONfB-1LaYZfN_zvEj3zXI9hUaaKMTJYbRcDu2FGhAsQdnqtTLlJDUEgthTWbR.mp4?strext=1&_nc_cat=108&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=WsP8-a_CO1UQ7kNvwFMyUFr&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc5NDEzODI4NDcxMTcwMTcsImFzc2V0X2FnZV9kYXlzIjoyMjIsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxNSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=566f75eb1c84061c&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HS0lYTlNYamJKYkVla29FQURMLUQ4emt3cEF2YnNwVEFRQUYVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzlFNDQ3RTVBQjk4QUE3NUY4NjI1MzY4ODUxREExNUIxX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACay24329uXePxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=1qENvyC0UKWr8N-JymVSTw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQKcvt3LCPGVfnQXOmtrHoUvmrjXpUW7ULJCa6LG9FgPoA&oe=6AB44D88,1770627227
samanthaeverly33,228844,Your girl next door ❤️🙃,DTfGrNgCfRn,Still up? 😉😘,2820,311,56138,https://scontent-bru2-1.cdninstagram.com/o1/v/t16/f2/m69/AQOwc1jWlcYLKDdbUBVzHYYiNN-qnuHHkmIg4cOfvIvRz6xLYfw3YWoZfw7aka9BfBVvRES-M2ozaKekRJU_VkA9.mp4?strext=1&_nc_cat=108&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=cNH7Go5aeP4Q7kNvwF3_9rv&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NzMyMTA2Njk5OTU1OTQ2LCJhc3NldF9hZ2VfZGF5cyI6MjQ4LCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MTUsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=7395212f69f8143f&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSHF2Z3lUZlZhcHdhcTRRQVB3OU1nd09NYk55YnNwVEFRQUYVAALIARIAFQIYR2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xMDQ2NzI3NzMwOTkzNzgxXzg0NDg4NjYyMTM1NjYzNjY1MzYubXA0FQICyAESACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJtT7zvyb9swCFQIoAkMzLBdALip--dsi0RgSZGFzaF9iYXNlbGluZV8xX3YxEQB1_gdl5p0BAA&_nc_gid=1qENvyC0UKWr8N-JymVSTw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQKO7Hz5fgn9DFVaztNgLo0Y0xLSZnajaq0VAegHxGPiNw&oe=6AB45020,1768382782
samanthaeverly33,228844,Your girl next door ❤️🙃,DS4X-qqiUKg,Few days left this year ✨ Make it count 😉😘 #2025,4048,420,72208,https://scontent-bru2-1.cdninstagram.com/o1/v/t2/f2/m86/AQNLzznkXfQVzFuFhsUPWnQ4P0IeQEdoJ3Q207qUSmSqYrogXSQU5rtSeTEtPo5SOawLs9rpQeOLcBJCc4Ji8INL82qJCdHVBb4PIYc.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=AJ9CQ_-CmrIQ7kNvwGrm6GO&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6ODgyNjU1MDM0NDU1Mzk1LCJhc3NldF9hZ2VfZGF5cyI6MjYzLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MTUsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=d64443b7545654f2&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FNjQ2M0E4QzQyNTM5NUFENEM0OUVBRDgzNzNERUI4Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYR2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xMTQ3MzkxOTMwNTUwNTYyXzM5MTUzMzMyMzQwNzQ0NDE0OTAubXA0FQICyAESACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJsbVzbyksZEDFQIoAkMzLBdALip--dsi0RgSZGFzaF9iYXNlbGluZV8xX3YxEQB1_gdl5p0BAA&_nc_gid=1qENvyC0UKWr8N-JymVSTw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQJXg_-qy7EagZbBmw3emjRvqmIwZiYNCe4ceYZh_x3adg&oe=6AB06DCF,1767083300
valentinabrunno,98200,"Little Kitty 🐱 
Sweet by day, trouble by night 🖤",DaS_WBDNG0M,"LET’S GOOOO USA 🇺🇸 On to the next round!! The Bay Area showed UP for this one — atmosphere was electric. So grateful I got to be here for it. San Francisco, you did that. ⚽️🔥",3,229,267996,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQMIU65Y4Xi2ei_6fnfsAhjKnPzyKTnqBWJw2pR4oP5iEudoiLeZ3l-5RU4_IyypcKb0HZNGZdYvJU0cBwE1mwhboCAaZtkbdEzu2kM.mp4?_nc_cat=108&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=fM9nkJZ8GD4Q7kNvwGbfsLE&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6ODY5ODg4Njk2MTg4MjI2LCJhc3NldF9hZ2VfZGF5cyI6NzgsInZpX3VzZWNhc2VfaWQiOjEwODI3LCJkdXJhdGlvbl9zIjoxMSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=245a3423af2f6140&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CNDRFRjdENzM1OTk0QTgwNjlCMjFDMjM0NUYxODRBOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0RCNDM3RUUzNTk1RjVERjc4NDhCN0M3QjkyNUNCN0FCX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaE9dfrl8qLAxUCKAJDMywXQCcQ5WBBiTcYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZZapAQA&_nc_gid=wKY6u8DEQmPNhzCrdaj4Jw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQKqS8dP6VI37N5BbWu9B9hw2GLACXgTEGli5Zr8_Pjwnw&oe=6AB0534D,1783008989
valentinabrunno,98200,"Little Kitty 🐱 
Sweet by day, trouble by night 🖤",DZ-SLvXtsYD,"accidentally on TV, intentionally there for the goat brace 😭🎥",3,338,457864,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPHhpLdicUhlL5uMXg7BqTUkfPEUHdz9zaAPnn0BWQHfFdL76uREiH-Nl4H4alwUZ_SqjBJcUoifZGxLHLVDCWdz9sKETZrFkHh3Y0.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=j863sT1phOkQ7kNvwErlQxn&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTYyNTYzOTcyODUyNDI4NiwiYXNzZXRfYWdlX2RheXMiOjg2LCJ2aV91c2VjYXNlX2lkIjoxMDgyNywiZHVyYXRpb25fcyI6MTAsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=5a85289ea3aecb4e&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DMTQxRDc4NzJCODdDQzUzMjRBQjM3MTE4QjEyQkVCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzVENEUwMzZBRDgwQ0I1RTJCNjQ0QzZBM0UyQTg3NEIyX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACb8r-no16DjBRUCKAJDMywXQCSIMSbpeNUYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZZapAQA&_nc_gid=wKY6u8DEQmPNhzCrdaj4Jw&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQLmtfEDfPTmq1tUi8wWsjewZEHe7zunsG18uliPeowWNg&oe=6AB06FC5,1782313952
